RUC,RAZON_SOCIAL,REMYPE_DEPARTAMENTO,REMYPE_PROVINCIA,REMYPE_DISTRITO,DOMICILIO_FISCAL,APP_INFORMATICO_DEMANDAS,SIAF,ESTADO_DEUDA,TIPO_DOCUMENTO,DOC_DEVEN_O_SENTEN_JUDI,MONTO_DEUDA,DESC_NIVEL_GOBIERNO,DESC_SECTOR,DESC_PLIEGO,SEC_EJEC,DESC_EJECUTORA,OBSERVACION_GLOSA
20603619987,CONSORCIO PANAMERICANO AGROINDUSTRIAL E.I.R.L.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,732,9470.00,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE UTICYACU,300675,MUNICIPALIDAD DISTRITAL DE UTICYACU,por adquisicion de leche  evaporada entera x410 gr y hojuelas  de kiwicha por reacctivacion economica ds 11-202-ef
20600727410,MEGO ESTRUCTURAS Y MAQUINARIAS C & M E.I.R.L.,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,SIN INFORMACION,NO,SI,SIAF,FACTURA,16,9489.88,GOBIERNO LOCAL,AMAZONAS,MUNICIPALIDAD DISTRITAL DE YAMON,300084,MUNICIPALIDAD DISTRITAL DE YAMON,"OC-00000150: ADQUISICION DE MATERIALES DE CONSTRUCCION PARA EJECUCION DE LA OBRA CREACCION DEL COMPLEJO MULTIDEPORTIVO EN LA LOCALIDAD DE PUEBLO NUEVO, DIDTRITO DE YAMON PROVINCIA UTCUBAMBA DEPARTAMENTO DE AMAZONAS CON CUI:2329788"
20455610975,DISTRIBUIDORA POLIETILENO DEL SUR E.I.R.L.,AREQUIPA,AREQUIPA,SACHACA,SIN INFORMACION,NO,SI,SIAF,FACTURA,42,9500.00,GOBIERNO LOCAL,AREQUIPA,MUNICIPALIDAD DISTRITAL DE MEJIA,300427,MUNICIPALIDAD DISTRITAL DE MEJIA,OC-00000378: ADQUISICI?N DE TANQUE BIODIGESTOR PARA LA OBRA MEJORAMIENTO DE SERVICIOS PUBLICOS DE INTEGRACI
20519234999,INVERSIONES Y SERVICIOS GENERALES MARELI SOCIEDAD ANONIMA CERRADA,LIMA,LIMA,LIMA CERCADO,SIN INFORMACION,NO,SI,SIAF,FACTURA,42,9500.00,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE RAPAYAN,300162,MUNICIPALIDAD DISTRITAL DE RAPAYAN,"COMPROMISO ANUAL PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: CREACION DE TROCHA CARROZABLE DEL TRAMO PORVENIR - UCHUMARCA DE CENTRO POBLADO EL PORVENIR DEL DISTRITO DE RAPAYAN, PROVINCIA DE HUARI, DEPARTAMENTO DE ANCASH"
20602402551,SERVICIOS GENERALES DIPIER E.I.R.L.,UCAYALI,CORONEL PORTILLO,CALLERIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,1777,9500.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,951,REGION UCAYALI-HOSPITAL REGIONAL DE PUCALLPA,"OC-00000498: ADQUISICION DE MATERIALES PARA PACIENTE TELLO TRUJILLO RICARDO JOSE, QUIEN ES BENEFICIARIO DEL SEGURO INTEGRAL DE SALUD, SEGUN PROFORMA ADJUNTA, RJ N 008-2022/SIS, TRANSFERENCIA N 058-2022, PEDIDO N1606"
20607654744,ZEPOL CORPORATION S.A.C.,LIMA,LIMA,LURIN,SIN INFORMACION,NO,SI,SIAF,FACTURA,24,9500.00,GOBIERNO LOCAL,PASCO,MUNICIPALIDAD DISTRITAL DE VILCABAMBA,301521,MUNICIPALIDAD DISTRITAL DE VILCABAMBA,OS-00000368: IMPORTE QUE SE COMPROMETE POR LOS SERVICIOS PRESTADOS DE ELABORACI?N DEL PERFIL T?CNICO Y LA FICHA T?CNICA GENERAL DE BAJA Y MEDIANA COMPLEJIDAD DEL PIP DENOMINADO: CREACI?N DEL SERVICIO DE MOVILIDAD URBANA EN PISTAS Y VEREDAS EN EL JR
20481587221,RIPESA PERU EIRL,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,233,9506.80,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA,301202,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA,"compromiso anual por el pago de la val n04 del adicional n01 de la obra mejoramiento y ampliacion del sistema de agua potable y disposicion de excretas en el caserio de cachulla alta, periodo del 01 al 05 de mayo"
20604426228,CONSTRUCCIONES & SERVICIOS KERLAY E.I.R.L.,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,86,9536.00,GOBIERNO LOCAL,TUMBES,MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL,301843,MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL,POR EL COMPROMISO ANUAL SERVICIO DE EJECUCION DE FICHA TECNICA DE EMERGENCIA - DESCOLMATACION DE LA QUEBRADA PUNTA SAL DEL DISTRITO CANOAS DE PUNTA SAL
10095681145,BLAS CAQUI RAUL PELAYO,HUANUCO,HUAMALIES,PUÑOS,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,35,9570.00,GOBIERNO LOCAL,HUANUCO,MUNICIPALIDAD DISTRITAL DE AMARILIS,300886,MUNICIPALIDAD DISTRITAL DE AMARILIS,"OS-00001513: ACONDICIONAMIENTO DE LA OFICINA DE LA ULE - SISFOH, PERTENECIENTE A LA GERENCIA DE DESARROLLO"
20608188020,COMERCIALIZADORA Y DISTRIBUIDORA VAIDNE E.I.R.L.,LAMBAYEQUE,CHICLAYO,CHICLAYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,236,9575.64,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE PULAN,300672,MUNICIPALIDAD DISTRITAL DE PULAN,COMPROMISO DE PAGO DE LA ADQUISICION DE LECHE EVAPORADA PARA PROGRAMA DE VASO DE LECHE - ENERO A ABRIL
20608188020,COMERCIALIZADORA Y DISTRIBUIDORA VAIDNE E.I.R.L.,LAMBAYEQUE,CHICLAYO,CHICLAYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,270,9575.64,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE PULAN,300672,MUNICIPALIDAD DISTRITAL DE PULAN,compromiso anual por compra de tarros de leche evaporada correspondiente al segundo entregable mayo a agosto del 2023
20542394324,INGENIERIA CULTURA Y ECOLOGIA PERU S.A.C.,SAN MARTIN,SAN MARTIN,TARAPOTO,SIN INFORMACION,NO,SI,SIAF,FACTURA,1641,9594.82,GOBIERNO LOCAL,TACNA,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,"OC-00001792: EL PRESENTE PROCESO DE ADQUISICI?N DE COMPUTADORAS DE ESCRITORIO Y ACCESORIOS, SE DA CON LA FIN"
20510751532,DAKOTA SOLUCIONES S.A.C.,LIMA,LIMA,SANTIAGO DE SURCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,00008603,9600.00,GOBIERNO LOCAL,TACNA,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,OC-00001370: LA FINALIDAD DE LA ADQUISICI?N DE MAQUINA CONTADORA DE BILLETES PARA LA ?REA DE CAJA QUE SE REA
20544556666,BONERO S.A.C.,JUNIN,HUANCAYO,HUANCAYO,SIN INFORMACION,NO,SI,SIAF,FACTURA,84,9600.00,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE SALCAHUASI,300881,MUNICIPALIDAD DISTRITAL DE SALCAHUASI,OC-00000093: ADQUSICION DE  CLORO GRANULAR AL 70% ( EMBOLSADO X 1 KG)  GALON POR 45 KG.CHLORINE FREE-DPD MO
20601980267,INNPACTO S.A.C.,LIMA,LIMA,BARRANCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,106,9608.42,GOBIERNO NACIONAL,PRODUCCION,MINISTERIO DE LA PRODUCCION,1590,PROGRAMA NACIONAL DE INNOVACION PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD,Servicio de organización y ejecución de un programa de formación en tecnologías limpias
20486633035,INVERSIONES Y CONSTRUCTORA WAR'S E.I.R.L.,JUNIN,HUANCAYO,EL TAMBO,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,02139-2010-0-1501-JP-CI-03,9632.05,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,REGION JUNIN-SEDE CENTRAL,818,REGION JUNIN-SEDE CENTRAL,02139-2010-0-1501-JP-CI-03
20602679641,PROYECTOS Y CONSTRUCCIONES J & ALVA S.A.C.,LA LIBERTAD,TRUJILLO,LA ESPERANZA,SIN INFORMACION,NO,SI,SIAF,FACTURA,22,9645.83,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA,301131,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA,por el compromiso de la ejecucion  de la obra  mejoramiento  y recuperacion  del complejo deportivo y recreativo en el lote 03  mz  c 13  de la hup  manuel arevalo iii etapa  del distrito  de la esperanza trujillo la libertad  
10420401901,CASTAÑEDA JIMENEZ LEONARDO HENRY,PASCO,PASCO,CHAUPIMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,104,9654.00,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,1227,REGION PASCO - EDUCACION DANIEL A. CARRION,Contrato-004-2024: SERVICIO DE TRANSPORTE DE MATERIALES EDUCATIVOS DEL AMBITO DE LA UGEL DAC DOTACION 2024
20479973211,COMERCIAL DEL FRIO EIRL,LAMBAYEQUE,CHICLAYO,CHICLAYO,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00324-2017-0-1706-JP-CI-01,9680.00,GOBIERNO NACIONAL,MINISTERIO PUBLICO,MINISTERIO PUBLICO-GERENCIA GENERAL,200,MINISTERIO PUBLICO-GERENCIA GENERAL,00324-2017-0-1706-JP-CI-01
20454207875,MOLINOS CLASIFICADOS E.I.R.L.,AREQUIPA,AREQUIPA,MIRAFLORES,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,01364-2019-0-0401-JP-CI-07,9690.94,GOBIERNO NACIONAL,EDUCACION,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,91,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,01364-2019-0-0401-JP-CI-07
20607589543,TRANSCADE EIRL,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,072,9699.22,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD DISTRITAL DE SALAS,301247,MUNICIPALIDAD DISTRITAL DE SALAS,"POR EL COMPROMISO ANUAL DEL ALQUILER DE CAMIONETA MAS CONDUCTOR, MES DE FEBRERO DEL 2023."
20601845301,GRUPO MAGDIEL E.I.R.L.,PUNO,SAN ROMAN,JULIACA,SIN INFORMACION,NO,SI,SIAF,FACTURA,382,9719.22,GOBIERNO LOCAL,PUNO,MUNICIPALIDAD PROVINCIAL DE MOHO,301672,MUNICIPALIDAD PROVINCIAL DE MOHO,POR EL COMPORMISO ANUAL REALIZADO PARA EFECTOS DE PAGO POR LA ADQUISICION DE PRODUCTOS ALIMENTICIOS - CANASTAS ALIMENTARIAS QUE PERMITAN BRINDAR UNA RACION  COMPLEMENTARIA  A FIN DE MEJORAR  LA CALIDAD DE VIDA  Y MEJORAR LOS NIVELES NUTRICIONALES  DE
20482412042,INDUSTRIA DE CEREALES Y DERIVADOS VIRGEN DE ALTA GRACIA S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,101,9725.20,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO,301146,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO,"OC-00000159: ADQUISICION ADICIONAL DE COMPRA DE ALIMENTOS, PARA ELPROGRAMA  VASO DE LECHE DE LA MUNICIPALIDA"
10403597797,HERRERA GALLEGOS GINA MAYKA,CUSCO,LA CONVENCION,SANTA ANA,SIN INFORMACION,NO,SI,SIAF,FACTURA,14,9727.20,GOBIERNO LOCAL,CUSCO,MUNICIPALIDAD DISTRITAL DE ECHARATI,300749,MUNICIPALIDAD DISTRITAL DE ECHARATI,POR EL COMPROMISO ANUAL DE LA O/C N°4437
20610116770,MKM ANGELES CONTRATISTAS GENERALES E.I.R.L.,ICA,CHINCHA,PUEBLO NUEVO,SIN INFORMACION,NO,SI,SIAF,FACTURA,33,9731.37,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE SUNAMPE,300983,MUNICIPALIDAD DISTRITAL DE SUNAMPE,POR COMPROMISO ANUAL SEGUN O/S N° 1054-2023
20610116770,MKM ANGELES CONTRATISTAS GENERALES E.I.R.L.,ICA,CHINCHA,PUEBLO NUEVO,SIN INFORMACION,NO,SI,SIAF,FACTURA,31,9731.38,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE SUNAMPE,300983,MUNICIPALIDAD DISTRITAL DE SUNAMPE,POR COMPROMISO ANUAL SEGUN O/S N° 1054-2023
10479872967,RIVERA PEREIRA CRISTIAN SMIT,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,SIN INFORMACION,NO,SI,SIAF,FACTURA,149,9735.60,GOBIERNO LOCAL,APURIMAC,MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS,300260,MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS,OC-00000641: ADQUISICIONES DE ALIMENTOS PARA LA ENTREGA A LAS PERSONAS CON TBC - PANTBC DE LA MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS DEL PROGRAMA DE COMPLEMENTACION ALIMENTARIA
20550700329,INVERSIONES LECHE MASS S.A.C.,LIMA,LIMA,SURQUILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,197,9750.00,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD PROVINCIAL DE OYON,301383,MUNICIPALIDAD PROVINCIAL DE OYON,COMPROMISO ANUAL POR LA ADQUISICIÓN DE PRODUCTOS DE ALIMENTOS DEL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA (PCA)  PARA LA MUNICIPALIDAD PROVINCIAL DE OYON
20550700329,INVERSIONES LECHE MASS S.A.C.,LIMA,LIMA,SURQUILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,198,9750.00,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD PROVINCIAL DE OYON,301383,MUNICIPALIDAD PROVINCIAL DE OYON,"COMPROMISO ANUAL, POR LA ADQUISICIÓN DE PRODUCTOS DE ALIMENTOS DEL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA PCA (PCA)"
20604189641,INVERSIONES SOL PIURANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PIURA,PIURA,CASTILLA,SIN INFORMACION,NO,SI,SIAF,FACTURA,486,9750.00,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD DISTRITAL DE YAMANGO,301565,MUNICIPALIDAD DISTRITAL DE YAMANGO,"LA EJECUCION DE LA FICHA IOARR CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS EN LA LOSA DEPORTIVA EN LA LOCALIDAD DE FAICAL, DISTRITO DE YAMANGO, PROVINCIA DE MORROPON, DEPARTAMENTO DE PIURA"
20604095329,SOLUCIONES INGENIERILES-CONSULTOR CONSTRUCTOR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,PIURA,PIURA,CASTILLA,SIN INFORMACION,NO,SI,SIAF,FACTURA,80,9751.19,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,301581,MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,"CONSULTORIA POR LA SUPERVISION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA INICIAL N°1074 DE TALARA ALTA, DISTRITO DE PARIÑAS, PROVINCIA DE TALARA, DEPARTAMENTO DE PIURA"
10742266953,SALCEDO HUAMANI NIURKA SHESSIRA,CUSCO,CUSCO,SANTIAGO,SIN INFORMACION,NO,SI,SIAF,FACTURA,112,9760.00,GOBIERNO LOCAL,CUSCO,MUNICIPALIDAD DISTRITAL DE OROPESA,300783,MUNICIPALIDAD DISTRITAL DE OROPESA,OC-00000205: ADQUISICION DE INDUMENTARIA PARA.EL PERSONAL DE LIMPIEZA PUBLICA DEL DISTRITO DE OROPESA. PUESTO EN ALMACEN DE LA OBRA EN 03 DIAS CALENDARIOS.
20605192158,E  Y C INGENIERIA Y PROYECTOS E.I.R.L.,ICA,ICA,ICA,SIN INFORMACION,NO,SI,SIAF,FACTURA,48,9774.00,GOBIERNO LOCAL,ICA,MUNICIPALIDAD PROVINCIAL DE PISCO,300995,MUNICIPALIDAD PROVINCIAL DE PISCO,por el compromiso anual del servicio de ejecucion de la obra
20519871441,AUTOSERVICIOS MARIBEO E.I.R.L.,TACNA,TACNA,TACNA,SIN INFORMACION,SI,NO,SJ_SALDO,EXPEDIENTE,00034-2014-0-2301-JM-CI-01,9782.46,GOBIERNO LOCAL,TACNA,MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA,301781,MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA,00034-2014-0-2301-JM-CI-01
20560107006,CONSTRUCTORA BELCAR E.I.R.L.,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000107,9784.11,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE LOS BA¥OS DEL INCA,300556,MUNICIPALIDAD DISTRITAL DE LOS BA¥OS DEL INCA,POR EL COMPROMISO ANUAL PARA EJECUCION DE LA OBRA CONSTRUCCION DE LA PAVIMENTACION DE LAS VIAS URBANAS DE LA ZONA ESTE DE LOS BAÑOS DEL INCA
20607784681,INGENIERIA DE MEDIACION CONSTRUCTIVA KR S.A.C.,ICA,CHINCHA,PUEBLO NUEVO,SIN INFORMACION,NO,SI,SIAF,FACTURA,37,9796.65,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,300979,MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,POR EL COMPROMISO ANUAL POR EL MEMORANDUM Nª0316-2023-MDGP/SGPP
20534618329,CENTRO REGIONAL PROSPECTIVO DE INVERSION SUSTENTABLE CERPRIS CONSULTING S.A.C.,LIMA,LIMA,SANTA ANITA,SIN INFORMACION,NO,SI,SIAF,FACTURA,18,9799.90,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARCAY,300525,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARCAY, PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN IE 195 LARCAY DISTRITO DE SAN PEDRO DE LARCAY
20534618329,CENTRO REGIONAL PROSPECTIVO DE INVERSION SUSTENTABLE CERPRIS CONSULTING S.A.C.,LIMA,LIMA,SANTA ANITA,SIN INFORMACION,NO,SI,SIAF,FACTURA,20,9799.90,GOBIERNO LOCAL,AYACUCHO,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARCAY,300525,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARCAY, PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN IE 195 LARCAY DISTRITO DE SAN PEDRO DE LARCAY
10442544731,HUAYTA HUAYTA SERGIO,CUSCO,CUSCO,SANTIAGO,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000107,9800.00,GOBIERNO LOCAL,CUSCO,MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,300688,MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN,ADQUISICION DE CASACA 
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,232,9806.53,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,233,9806.53,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,234,9806.53,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,235,9806.53,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,236,9806.53,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20495601251,REPRESENTACIONES INDUSTRIAL DEL NORTE EIRL,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,237,9806.74,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUASMIN,300569,MUNICIPALIDAD DISTRITAL DE HUASMIN,"COMPROMISO ANUAL PARA ATENDER LA ADQUISICION DE HOJUELAS PRECOSIDAS EN KIWICHA QUINUA,SOYA,CEBADA,CON MACA ENRIQUECIDA CON VITAMINAS Y MINERALES, PARA EL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE HUASMIN-CELENDIN-CAJAMARCA"
20434836922,MULTISERVICIOS SUAREZ & M S.A.C.,AREQUIPA,AREQUIPA,CERRO COLORADO,SIN INFORMACION,NO,SI,SIAF,FACTURA,321,9835.50,GOBIERNO LOCAL,CUSCO,MUNICIPALIDAD DISTRITAL DE CHAMACA,300734,MUNICIPALIDAD DISTRITAL DE CHAMACA,OC-00000153:
20449339429,COMERCIAL FABISA S.A.C.,TACNA,TACNA,TACNA,SIN INFORMACION,NO,SI,SIAF,FACTURA,53,9864.60,GOBIERNO LOCAL,TACNA,MUNICIPALIDAD DISTRITAL DE QUILAHUANI,301792,MUNICIPALIDAD DISTRITAL DE QUILAHUANI,OC-00000062: POR LA COMPRA DE LECHE EVAPORADA
20606767464,GRANIPER - PERÚ SOCIEDAD ANONIMA CERRADA,PUNO,AZANGARO,AZANGARO,SIN INFORMACION,NO,SI,SIAF,FACTURA,9,9865.00,GOBIERNO LOCAL,PUNO,MUNICIPALIDAD DISTRITAL DE ACORA,301594,MUNICIPALIDAD DISTRITAL DE ACORA,"por el compromiso anual de pago por servicios  de suministro d eporteria metalica, ventana y puerta"
20607104655,VILLANUEVA ASESORES & CONSULTORES E.I.R.L.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000096,9867.62,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE TUMBADEN,300665,MUNICIPALIDAD DISTRITAL DE TUMBADEN,POR EL COMPROMISO ANUAL DE PAGO
20487625656,HARPER INGENIEROS S.A.C,LAMBAYEQUE,CHICLAYO,LA VICTORIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,436,9873.39,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ,300666,MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ,"COMPROMISO POR SUPERVISION PROYECTO CUI 2482536 MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LOS SECTORES CRUZ PAMPA, CHAMBAC BAJO, EL CHIRIMOYO Y TIERRAS AMARILLAS DEL DISTRITO DE SANTA CRUZ, SANTA CRUZ, CAJAMARCA"
20528016481,'JHT HARDWARE & SOFTWARE' EMPRESA INDIVIDUAL DE RESPONABILIDAD LIMITADA,APURIMAC,ABANCAY,ABANCAY,SIN INFORMACION,SI,NO,SJ_CUENTA_X_PAGAR,EXPEDIENTE,00237-2018-0-0301-JP-CI-04,9889.04,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,REGION APURIMAC-SEDE CENTRAL,747,REGION APURIMAC-SEDE CENTRAL,00237-2018-0-0301-JP-CI-04
